STUDYID	EXPID	CPD_ID	BATCH_ID	EXT_CPD_ID	EXT_BATCH_ID	SITE	PROVENANCE	EXPERIMENT_DATE	BIOMATERIAL	SPECIES_NAME	BACTERIAL_STRAIN_NAME	BACTERIAL_STRAIN_SITE_REF	EXPERIMENT_TYPE	PROTOCOL_NAME	No of replicates	RESULT_TYPE	STATISTICAL_METHOD	RESULT_OPERATOR	RESULT_VALUE	RESULT_UNIT	MEDIUM	CONTROL_GROUP	RESULT_STATUS	COMMENTS	BIOMATERIAL_annotation	BACTERIAL_STRAIN_NAME_annotation	EXPERIMENT_TYPE_annotation	MEDIUM_annotation	RESULT_UNIT_annotation	SPECIES_NAME_annotation	STATISTICAL_METHOD_annotation
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0001	BATCH_ID_AYC789	Compound-A-0001	BATCH-AYC	EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0002	BATCH_ID_DGZ159			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0003	BATCH_ID_MKG248			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0004	BATCH_ID_BDO149			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0005	BATCH_ID_JNZ135			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0006	BATCH_ID_OLA378			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0007	BATCH_ID_PLA886			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0008	BATCH_ID_GFR238			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0009	BATCH_ID_ASV127			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_EVT_03	ELN-KE-64289	CPD_0010	BATCH_ID_MKL369			EVT	EVT@GNA-NOW.com	10/3/2021	Cell	Rats			HepG2_cytotoxicity	GNA-NOW_EVT_cytotoxicity_protocol_v01.pdf		AC50	Average	>	10.0	µM			V (valid)		{'curie': 'NCIT:C12508', 'name': 'Cell'}		{'curie': 'GNA:00012', 'name': 'HepG2_cytotoxicity', 'experimental_type': 'Cytotoxicity assay on HepG2', 'modified_name': 'Cytotoxicity_HepG2', 'definition': 'cytotoxicity assay on HepG2'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}	{'curie': 'NCIT:C14266', 'name': 'Rats', 'species_name': 'Rattus norvegicus'}	{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12859	CPD_0001	BATCH_ID_AYC789	Compound-A-0001	BATCH-AYC	NOS	NOS@GNA-NOW.com	28/1/2021	Bacteria		KLEOX 82917		Membrane_permeabilisation_inner	GNA-NOW_NOS_Membrane_permeabilisation_inner_protocol_v01.pdf		PERCENT	Average	=	0.5875	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:82917KLEOX', 'name': 'KLEOX 82917', 'sample': 'Blood', 'category': 'R Quinolone'}	{'curie': 'GNA:00017', 'name': 'Membrane_permeabilisation_inner', 'experimental_type': 'Permeabilization of inner membrane of bacteria', 'modified_name': 'Membrane permeabilisation_inner', 'definition': 'Permeabilization of inner membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12859	CPD_0002	BATCH_ID_DGZ159			NOS	NOS@GNA-NOW.com	28/1/2021	Bacteria		KLEOX 82917		Membrane_permeabilisation_inner	GNA-NOW_NOS_Membrane_permeabilisation_inner_protocol_v01.pdf		PERCENT	Average	=	0.225	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:82917KLEOX', 'name': 'KLEOX 82917', 'sample': 'Blood', 'category': 'R Quinolone'}	{'curie': 'GNA:00017', 'name': 'Membrane_permeabilisation_inner', 'experimental_type': 'Permeabilization of inner membrane of bacteria', 'modified_name': 'Membrane permeabilisation_inner', 'definition': 'Permeabilization of inner membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12859	CPD_0003	BATCH_ID_MKG248			NOS	NOS@GNA-NOW.com	28/1/2021	Bacteria		KLEOX 82917		Membrane_permeabilisation_inner	GNA-NOW_NOS_Membrane_permeabilisation_inner_protocol_v01.pdf		PERCENT	Average	=	0.325	%	Membrane buffer	positive	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}	{'curie': 'NBT:82917KLEOX', 'name': 'KLEOX 82917', 'sample': 'Blood', 'category': 'R Quinolone'}	{'curie': 'GNA:00017', 'name': 'Membrane_permeabilisation_inner', 'experimental_type': 'Permeabilization of inner membrane of bacteria', 'modified_name': 'Membrane permeabilisation_inner', 'definition': 'Permeabilization of inner membrane of bacteria'}		{'curie': 'UO:0000187', 'name': '%', 'unit_full_name': 'Percent'}		{'curie': 'STATO:0000573', 'name': 'Average', 'statistical_method': 'Average value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0001	BATCH_ID_AYC789			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.938	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0002	BATCH_ID_DGZ159			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.072525	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0003	BATCH_ID_MKG248			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	2.035	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0004	BATCH_ID_BDO149			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.087225	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0005	BATCH_ID_JNZ135			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	4.40625	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0006	BATCH_ID_OLA378			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.066675	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0007	BATCH_ID_PLA886			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	=	0.063575	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
GNA-NOW_NOS_07A	ELN-TR-12860	CPD_0008	BATCH_ID_GFR238			NOS	NOS@GNA-NOW.com	29/1/2021	Bacteria				IVTT	GNA-NOW_NOS_IVTT_v01.pdf		IC50	Single value	>	5.0	µM		untreated	V (valid)		{'curie': 'NCBITaxon:2', 'name': 'Bacteria'}		{'curie': 'GNA:00013', 'name': 'IVTT', 'experimental_type': 'in-vitro transcription translation assay', 'modified_name': 'in-vitro transcription translation assay', 'definition': 'vitro transcription/translation assay'}		{'curie': 'UO:0000064', 'name': 'µM', 'unit_full_name': 'Micromolar'}		{'curie': 'NCIT:C25712', 'name': 'Single value', 'statistical_method': 'Value'}
